date,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),SOUND LEVEL (dB)
2016-07-30 15:01:20:856,9.040506,0.095768,-6.751649,53.41513
2016-07-30 15:01:21:355,8.255207,0.229843,-4.261679,58.09976
2016-07-30 15:01:21:856,8.130709,0.268151,-4.922478,53.83879
2016-07-30 15:01:22:355,9.346964,0.191536,-6.263232,57.5623
2016-07-30 15:01:22:855,8.523358,0.507571,-5.085284,59.22719
2016-07-30 15:01:23:356,7.546524,0.670377,-4.548983,54.85579
2016-07-30 15:01:23:855,9.078814,0.708684,-5.544971,52.691
2016-07-30 15:01:24:355,8.829816,0.105345,-5.707777,55.69101
2016-07-30 15:01:24:856,7.460333,0.497994,-4.932055,50.99219
2016-07-30 15:01:25:355,8.657434,0.814029,-5.66947,53.0051
2016-07-30 15:01:25:855,9.557654,0.469264,-5.363012,49.9507
2016-07-30 15:01:26:356,8.015787,-0.019154,-5.27682,49.02992
2016-07-30 15:01:26:856,7.671023,0.603339,-4.759673,52.07268
2016-07-30 15:01:27:356,9.433156,0.536301,-5.889736,54.06833
2016-07-30 15:01:27:855,8.84897,0.143652,-5.27682,54.11119
2016-07-30 15:01:28:356,7.575254,0.526724,-4.817134,49.7265
2016-07-30 15:01:28:855,8.456322,0.881066,-5.564124,52.14487
2016-07-30 15:01:29:355,9.433156,0.440533,-5.755661,51.19742
2016-07-30 15:01:29:855,7.939173,0.440533,-5.06613,53.5624
2016-07-30 15:01:30:355,7.843405,0.248997,-5.257667,50.95952
2016-07-30 15:01:30:855,9.442732,0.804452,-5.554548,52.64244
2016-07-30 15:01:31:356,7.661446,0.316035,-4.893748,56.38538
2016-07-30 15:01:31:855,8.418014,0.220267,-5.544971,51.77657
2016-07-30 15:01:32:355,8.944738,0.095768,-5.228936,51.2372
2016-07-30 15:01:32:856,8.197747,0.507571,-5.382165,51.94322
2016-07-30 15:01:33:355,8.322245,0.670377,-5.573701,49.21483
2016-07-30 15:01:33:855,8.159439,-0.057461,-5.295974,53.46384
2016-07-30 15:01:34:356,8.523358,0.057461,-5.391742,50.66321
2016-07-30 15:01:34:855,8.66701,0.68953,-5.506664,53.77233
2016-07-30 15:01:35:356,8.283938,0.632069,-5.238513,50.791
2016-07-30 15:01:35:855,8.753202,0.076614,-5.24809,50.38022
2016-07-30 15:01:36:355,8.408438,0.354342,-5.238513,49.92205
2016-07-30 15:01:36:856,8.197747,0.699107,-5.48751,52.1794
2016-07-30 15:01:37:355,8.916008,0.172383,-5.286397,51.88028
2016-07-30 15:01:37:856,8.590396,-0.076614,-4.76925,53.88489
2016-07-30 15:01:38:355,8.18817,0.967258,-5.142745,54.22623
2016-07-30 15:01:38:855,8.916008,1.130063,-5.564124,53.19347
2016-07-30 15:01:39:355,8.465898,0.861913,-4.730942,54.21608
2016-07-30 15:01:39:856,8.418014,0.651223,-5.181052,51.94414
2016-07-30 15:01:40:356,8.839394,0.679953,-5.286397,50.70966
2016-07-30 15:01:40:855,8.322245,0.545878,-5.142745,47.54141
2016-07-30 15:01:41:355,9.040506,0.268151,-4.424484,49.82447
2016-07-30 15:01:41:856,8.55209,0.632069,-5.612008,50.0932
2016-07-30 15:01:42:355,8.513782,0.708684,-4.855441,51.65698
2016-07-30 15:01:42:856,8.82024,0.6608,-5.133168,53.40653
2016-07-30 15:01:43:355,8.331822,0.833182,-4.960786,50.57901
2016-07-30 15:01:43:855,8.944738,0.392649,-4.865018,50.69933
2016-07-30 15:01:44:355,8.963892,0.909797,-5.21936,51.59001
2016-07-30 15:01:44:856,7.987057,0.469264,-4.951209,51.97681
2016-07-30 15:01:45:355,9.078814,0.593762,-5.046977,50.76439
2016-07-30 15:01:45:856,8.465898,0.114922,-5.401319,52.1545
2016-07-30 15:01:46:356,8.331822,0.402226,-5.410896,51.04773
2016-07-30 15:01:46:856,8.312668,0.335188,-5.679046,49.08975
2016-07-30 15:01:47:355,8.303091,0.871489,-5.535394,49.89557
2016-07-30 15:01:47:855,8.590396,0.938527,-6.071695,43.74314
2016-07-30 15:01:48:355,8.207323,0.967258,-4.635174,48.50771
2016-07-30 15:01:48:855,8.485052,0.268151,-5.267244,50.07936
2016-07-30 15:01:49:355,8.868124,0.746991,-5.851429,51.77179
2016-07-30 15:01:49:856,8.054095,0.555455,-5.353435,49.61319
2016-07-30 15:01:50:356,8.149863,0.670377,-5.746084,50.96741
2016-07-30 15:01:50:856,8.724472,0.105345,-5.640739,49.41043
2016-07-30 15:01:51:355,8.111555,0.373495,-5.200206,49.78757
2016-07-30 15:01:51:855,8.686164,0.21069,-5.382165,48.74462
2016-07-30 15:01:52:356,8.312668,0.325611,-5.410896,49.94927
2016-07-30 15:01:52:855,8.283938,0.794875,-5.420472,48.96872
2016-07-30 15:01:53:359,8.743626,0.325611,-5.765238,49.31293
2016-07-30 15:01:53:855,8.140286,1.024718,-5.45878,48.2589
2016-07-30 15:01:54:355,8.245631,0.632069,-4.884171,49.00266
2016-07-30 15:01:54:855,8.734048,0.574608,-5.918466,50.25968
2016-07-30 15:01:55:355,8.437168,0.718261,-5.659893,49.52681
2016-07-30 15:01:55:855,8.207323,0.344765,-4.979939,50.58385
2016-07-30 15:01:56:355,8.418014,0.363919,-5.45878,49.62117
2016-07-30 15:01:56:855,8.90643,0.23942,-5.717354,47.23796
2016-07-30 15:01:57:355,8.006211,0.067038,-5.707777,48.24953
2016-07-30 15:01:57:856,8.39886,0.612916,-5.468356,48.49002
2016-07-30 15:01:58:356,8.686164,0.287304,-5.295974,47.47048
2016-07-30 15:01:58:855,8.169016,0.555455,-5.142745,46.63445
2016-07-30 15:01:59:355,8.245631,0.852336,-5.851429,47.47696
2016-07-30 15:01:59:855,8.513782,0.268151,-5.535394,46.11452
2016-07-30 15:02:00:356,8.389284,0.354342,-5.21936,46.95172
2016-07-30 15:02:00:856,8.781932,0.316035,-5.793968,48.46729
2016-07-30 15:02:01:356,7.718907,0.536301,-5.24809,48.19475
2016-07-30 15:02:01:855,8.734048,0.067038,-5.0374,51.24428
2016-07-30 15:02:02:355,8.810662,1.043872,-5.793968,50.95655
2016-07-30 15:02:02:855,7.881712,0.277727,-5.094861,51.37775
2016-07-30 15:02:03:356,8.42759,-0.019154,-4.999093,49.94295
2016-07-30 15:02:03:855,8.753202,0.871489,-5.90889,46.19184
2016-07-30 15:02:04:356,8.475474,1.264139,-4.711789,46.68534
2016-07-30 15:02:04:855,8.18817,0.603339,-5.324704,54.93212
2016-07-30 15:02:05:356,9.069236,1.034295,-5.353435,47.10169
2016-07-30 15:02:05:856,8.513782,0.545878,-5.430049,47.52674
2016-07-30 15:02:06:355,7.881712,0.287304,-5.45878,46.48166
2016-07-30 15:02:06:856,8.437168,0.076614,-4.989516,49.14183
2016-07-30 15:02:07:355,9.308656,0.909797,-5.334281,49.43657
2016-07-30 15:02:07:856,8.101979,0.545878,-5.506664,50.57698
2016-07-30 15:02:08:355,7.795521,0.23942,-4.788403,48.33022
2016-07-30 15:02:08:855,9.56723,0.823605,-5.918466,57.81894
2016-07-30 15:02:09:356,7.556101,0.488417,-5.832275,50.5986
2016-07-30 15:02:09:855,7.795521,0.545878,-4.884171,56.54
2016-07-30 15:02:10:355,9.308656,1.321599,-5.209783,48.31182
2016-07-30 15:02:10:855,8.485052,0.517148,-5.583278,47.61801
2016-07-30 15:02:11:355,7.680599,-0.124498,-5.343858,50.6882
2016-07-30 15:02:11:857,8.647858,0.201113,-5.267244,49.12055
2016-07-30 15:02:12:356,8.599974,0.948104,-5.688623,46.78115
2016-07-30 15:02:12:856,8.092402,0.402226,-5.477933,49.01676
2016-07-30 15:02:13:355,8.475474,0.459687,-5.631162,48.19713
2016-07-30 15:02:13:856,8.60955,0.497994,-5.430049,49.32697
2016-07-30 15:02:14:355,8.207323,0.383072,-5.075707,48.43747
2016-07-30 15:02:14:856,9.011776,0.162806,-5.382165,47.92253
2016-07-30 15:02:15:355,8.657434,0.565032,-5.6982,47.03972
2016-07-30 15:02:15:856,7.814675,0.852336,-5.334281,47.25286
2016-07-30 15:02:16:356,8.714894,0.823605,-5.880159,48.20021
2016-07-30 15:02:16:855,8.753202,0.373495,-5.554548,51.00688
2016-07-30 15:02:17:356,7.565677,0.545878,-4.989516,49.13045
2016-07-30 15:02:17:856,8.590396,1.043872,-5.822698,51.67987
2016-07-30 15:02:18:356,8.762778,0.861913,-5.363012,51.62229
2016-07-30 15:02:18:855,7.958327,0.124498,-5.841852,48.45281
2016-07-30 15:02:19:355,8.494628,0.708684,-5.200206,53.65003
2016-07-30 15:02:19:856,8.149863,1.082179,-5.315128,56.84893
2016-07-30 15:02:20:356,9.251196,0.804452,-5.372588,47.88822
2016-07-30 15:02:20:855,8.561666,1.053449,-5.363012,47.79193
2016-07-30 15:02:21:356,7.489063,0.086191,-4.884171,53.07396
2016-07-30 15:02:21:856,8.39886,0.670377,-6.014234,54.26988
2016-07-30 15:02:22:355,9.021352,0.995988,-5.142745,51.08559
2016-07-30 15:02:22:858,7.594408,0.095768,-4.951209,48.67702
2016-07-30 15:02:23:356,9.643846,0.172383,-5.257667,50.56064
2016-07-30 15:02:23:856,8.647858,0.373495,-5.679046,60.04595
2016-07-30 15:02:24:355,7.23049,0.909797,-5.190629,59.86522
2016-07-30 15:02:24:855,9.48104,-0.229843,-5.899313,53.82874
2016-07-30 15:02:25:356,8.60955,0.363919,-5.784391,60.28879
2016-07-30 15:02:25:856,7.04853,0.871489,-5.650316,57.9672
2016-07-30 15:02:26:355,8.389284,0.306458,-5.573701,55.18058
2016-07-30 15:02:26:855,9.528924,0.651223,-5.612008,57.85059
2016-07-30 15:02:27:356,7.086837,0.986411,-5.707777,52.05825
2016-07-30 15:02:27:856,8.446744,0.354342,-4.932055,55.46337
2016-07-30 15:02:28:355,9.787498,0.430956,-4.836287,53.34931
2016-07-30 15:02:28:856,7.479486,0.469264,-5.72693,55.85269
2016-07-30 15:02:29:355,7.680599,0.23942,-5.114014,52.61847
2016-07-30 15:02:29:855,9.739614,0.890643,-5.353435,57.37131
2016-07-30 15:02:30:355,7.28795,0.076614,-4.999093,51.02989
2016-07-30 15:02:30:856,9.184158,1.197101,-5.707777,57.44304
2016-07-30 15:02:31:355,9.260772,0.775721,-5.497087,56.12247
2016-07-30 15:02:31:855,6.971915,0.229843,-5.24809,59.76631
2016-07-30 15:02:32:355,8.647858,0.737414,-6.014234,59.58214
2016-07-30 15:02:32:856,9.289502,0.842759,-5.870582,58.7443
2016-07-30 15:02:33:357,7.613562,0.861913,-5.295974,54.19324
2016-07-30 15:02:33:856,7.393295,0.411803,-5.449203,52.20238
2016-07-30 15:02:34:356,9.461886,0.727837,-5.535394,58.04184
2016-07-30 15:02:34:855,8.753202,0.229843,-5.133168,51.92745
2016-07-30 15:02:35:355,8.236054,0.02873,-4.979939,49.38265
2016-07-30 15:02:35:857,9.184158,0.363919,-5.181052,47.61634
2016-07-30 15:02:36:355,7.613562,1.168371,-4.979939,48.4509
2016-07-30 15:02:36:856,8.197747,0.593762,-5.123591,58.6938
2016-07-30 15:02:37:355,9.289502,0.785298,-5.477933,54.05777
2016-07-30 15:02:37:857,7.881712,0.775721,-4.807557,50.98635
2016-07-30 15:02:38:355,8.858546,0.047884,-5.200206,48.4254
2016-07-30 15:02:38:856,9.11712,-0.067038,-5.410896,51.7894
2016-07-30 15:02:39:355,7.70933,0.794875,-4.836287,52.91881
2016-07-30 15:02:39:855,8.916008,0.114922,-5.525817,51.00719
2016-07-30 15:02:40:355,8.772356,0.670377,-5.133168,53.95236
2016-07-30 15:02:40:855,8.082825,0.699107,-5.420472,52.96189
2016-07-30 15:02:41:355,8.18817,0.325611,-5.45878,50.56719
2016-07-30 15:02:41:855,8.178593,0.976834,-4.663905,49.25565
2016-07-30 15:02:42:356,9.289502,-0.402226,-6.042965,49.63849
