date,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),SOUND LEVEL (dB)
2016-07-30 14:48:28:855,9.969456,0.335188,-4.539406,46.51943
2016-07-30 14:48:29:356,8.418014,0.153229,-4.711789,49.43407
2016-07-30 14:48:29:855,7.814675,0.201113,-4.625597,48.72653
2016-07-30 14:48:30:355,9.758766,0.45011,-4.817134,48.55197
2016-07-30 14:48:30:855,8.801086,0.009577,-4.730942,46.41576
2016-07-30 14:48:31:356,8.264784,0.316035,-4.510676,45.60103
2016-07-30 14:48:31:855,9.404426,0.268151,-4.625597,49.02748
2016-07-30 14:48:32:355,8.916008,0.459687,-4.405331,45.56446
2016-07-30 14:48:32:856,8.37013,0.019154,-4.510676,50.98903
2016-07-30 14:48:33:355,9.643846,0.220267,-5.027823,49.3752
2016-07-30 14:48:33:855,8.743626,0.162806,-4.520252,46.69393
2016-07-30 14:48:34:356,8.418014,-0.114922,-4.740519,47.25614
2016-07-30 14:48:34:856,9.232042,0.143652,-4.932055,46.86882
2016-07-30 14:48:35:355,8.714894,0.277727,-4.625597,46.42195
2016-07-30 14:48:35:855,8.801086,0.038307,-4.76925,46.07987
2016-07-30 14:48:36:356,9.184158,0.019154,-4.472368,43.78018
2016-07-30 14:48:36:856,8.418014,0.02873,-5.056554,48.31012
2016-07-30 14:48:37:355,8.714894,0.172383,-4.462792,47.60716
2016-07-30 14:48:37:855,9.375694,0.23942,-4.3766,45.88622
2016-07-30 14:48:38:356,8.619126,0.067038,-4.711789,47.33264
2016-07-30 14:48:38:855,8.829816,0.229843,-4.874594,47.91315
2016-07-30 14:48:39:356,8.8777,0.383072,-4.577713,46.82268
2016-07-30 14:48:39:855,8.858546,0.45011,-4.548983,49.05007
2016-07-30 14:48:40:355,8.829816,0.430956,-5.161899,46.36829
2016-07-30 14:48:40:856,8.801086,0.277727,-5.152322,50.04837
2016-07-30 14:48:41:355,8.781932,0.383072,-4.031835,47.47418
2016-07-30 14:48:41:855,9.136274,0.143652,-4.453215,49.18907
2016-07-30 14:48:42:355,9.011776,0.833182,-4.874594,48.26049
2016-07-30 14:48:42:855,8.647858,0.316035,-4.625597,48.51015
2016-07-30 14:48:43:355,9.174582,-0.105345,-4.309563,47.17414
2016-07-30 14:48:43:855,9.097966,0.622492,-4.836287,48.55788
2016-07-30 14:48:44:355,8.092402,0.143652,-4.654328,50.01563
2016-07-30 14:48:44:855,9.605538,-0.21069,-4.721366,49.89914
2016-07-30 14:48:45:355,8.829816,0.248997,-4.453215,48.37876
2016-07-30 14:48:45:855,8.494628,0.335188,-4.692635,50.519
2016-07-30 14:48:46:355,9.576808,0.258574,-4.893748,52.97251
2016-07-30 14:48:46:855,8.60955,0.344765,-4.673482,49.56255
2016-07-30 14:48:47:356,8.408438,0.057461,-4.367024,48.89929
2016-07-30 14:48:47:856,9.385272,0.114922,-4.884171,47.34233
2016-07-30 14:48:48:355,8.66701,0.354342,-4.548983,47.68636
2016-07-30 14:48:48:855,8.619126,0.47884,-4.778826,49.15372
2016-07-30 14:48:49:356,9.021352,0.248997,-4.999093,48.69953
2016-07-30 14:48:49:856,8.513782,0.114922,-4.443638,50.99069
2016-07-30 14:48:50:355,9.45231,0.114922,-4.529829,48.00687
2016-07-30 14:48:50:855,8.781932,0.258574,-4.999093,48.83454
2016-07-30 14:48:51:355,7.967903,0.019154,-4.836287,48.12798
2016-07-30 14:48:51:855,9.279926,0.191536,-5.104438,49.54012
2016-07-30 14:48:52:356,9.739614,0.02873,-4.338293,46.75336
2016-07-30 14:48:52:855,8.111555,0.526724,-4.730942,49.03632
2016-07-30 14:48:53:355,8.734048,0.42138,-5.27682,45.87902
2016-07-30 14:48:53:855,9.14585,0.938527,-4.82671,48.71709
2016-07-30 14:48:54:355,8.781932,0.497994,-4.606444,48.02121
2016-07-30 14:48:54:856,8.475474,0.076614,-5.0374,49.3756
2016-07-30 14:48:55:356,8.935162,0.574608,-5.06613,46.11653
2016-07-30 14:48:55:856,8.657434,-0.057461,-4.510676,47.63478
2016-07-30 14:48:56:356,8.628704,0.124498,-5.133168,49.41399
2016-07-30 14:48:56:855,8.801086,0.191536,-4.730942,49.88066
2016-07-30 14:48:57:356,8.896854,0.105345,-4.76925,49.29228
2016-07-30 14:48:57:855,8.896854,0.383072,-4.539406,44.61624
2016-07-30 14:48:58:355,8.504206,0.316035,-4.79798,47.67955
2016-07-30 14:48:58:855,9.08839,0.42138,-5.046977,45.57672
2016-07-30 14:48:59:355,8.781932,0.038307,-4.702212,49.38831
2016-07-30 14:48:59:856,8.55209,0.459687,-4.836287,47.7443
2016-07-30 14:49:00:355,8.39886,0.325611,-5.228936,48.74333
2016-07-30 14:49:00:856,8.983046,0.268151,-4.55856,44.57736
2016-07-30 14:49:01:356,8.973468,0.143652,-4.932055,44.59363
2016-07-30 14:49:01:855,8.762778,0.565032,-4.874594,47.44747
2016-07-30 14:49:02:355,8.456322,0.076614,-5.00867,47.30753
2016-07-30 14:49:02:856,9.078814,0.373495,-4.82671,49.00293
2016-07-30 14:49:03:355,8.437168,0.277727,-4.434061,44.45398
2016-07-30 14:49:03:855,8.925584,0.057461,-4.912902,47.28693
2016-07-30 14:49:04:355,9.251196,0.316035,-4.778826,46.28081
2016-07-30 14:49:04:855,8.101979,0.143652,-4.941632,48.08289
2016-07-30 14:49:05:356,8.724472,0.21069,-4.654328,44.90906
2016-07-30 14:49:05:855,9.222466,0.488417,-4.932055,48.06262
2016-07-30 14:49:06:356,8.705318,0.316035,-4.625597,44.86022
2016-07-30 14:49:06:855,8.734048,0.124498,-4.750096,48.26923
2016-07-30 14:49:07:355,9.241618,0.258574,-4.625597,49.34262
2016-07-30 14:49:07:855,8.63828,0.201113,-4.55856,48.17232
2016-07-30 14:49:08:356,9.002198,0.086191,-4.912902,48.15953
2016-07-30 14:49:08:856,8.858546,0.335188,-4.654328,46.76448
2016-07-30 14:49:09:355,8.331822,-0.02873,-4.836287,48.69919
2016-07-30 14:49:09:856,9.011776,0.373495,-4.750096,47.71828
2016-07-30 14:49:10:355,9.078814,0.057461,-4.175488,50.18772
2016-07-30 14:49:10:855,8.743626,0.47884,-4.960786,45.24866
2016-07-30 14:49:11:356,9.040506,0.287304,-4.740519,45.42797
2016-07-30 14:49:11:855,8.494628,0.172383,-4.884171,48.58303
2016-07-30 14:49:12:357,8.676588,0.23942,-4.692635,49.76728
2016-07-30 14:49:12:856,9.14585,0.354342,-4.951209,47.46494
2016-07-30 14:49:13:355,8.82024,0.383072,-5.027823,46.39096
2016-07-30 14:49:13:856,8.60955,0.622492,-4.683058,49.32268
2016-07-30 14:49:14:356,8.676588,0.430956,-4.836287,47.34687
2016-07-30 14:49:14:855,9.136274,0.095768,-4.453215,49.46659
2016-07-30 14:49:15:356,9.011776,0.363919,-4.845864,43.88214
2016-07-30 14:49:15:855,8.245631,0.277727,-4.367024,47.90586
2016-07-30 14:49:16:356,9.308656,0.076614,-5.027823,48.83083
2016-07-30 14:49:16:855,9.394848,0.325611,-4.61602,48.73142
2016-07-30 14:49:17:355,8.130709,0.459687,-4.932055,44.84233
2016-07-30 14:49:17:855,9.011776,0.507571,-5.142745,45.6185
2016-07-30 14:49:18:355,9.136274,0.086191,-4.462792,45.63147
2016-07-30 14:49:18:855,8.686164,0.009577,-4.606444,46.68007
2016-07-30 14:49:19:355,9.078814,0.229843,-4.836287,51.16286
2016-07-30 14:49:19:855,8.590396,0.335188,-4.893748,47.41506
2016-07-30 14:49:20:356,9.021352,0.038307,-4.750096,44.92934
2016-07-30 14:49:20:855,8.341399,0.172383,-4.654328,44.42447
2016-07-30 14:49:21:355,8.925584,-0.02873,-4.999093,44.93459
2016-07-30 14:49:21:856,8.916008,0.344765,-4.999093,47.48821
2016-07-30 14:49:22:355,8.39886,0.047884,-4.788403,46.70925
2016-07-30 14:49:22:855,9.011776,0.42138,-4.903325,43.29991
2016-07-30 14:49:23:356,8.724472,-0.258574,-4.683058,46.37163
2016-07-30 14:49:23:856,8.695742,0.143652,-4.893748,45.24274
2016-07-30 14:49:24:355,8.935162,0.440533,-5.334281,47.29904
2016-07-30 14:49:24:856,8.772356,0.201113,-4.34787,46.3581
2016-07-30 14:49:25:355,9.069236,0.469264,-4.683058,44.76709
2016-07-30 14:49:25:855,8.724472,0.220267,-5.0374,42.93013
2016-07-30 14:49:26:355,8.465898,0.287304,-4.874594,43.44422
2016-07-30 14:49:26:855,8.973468,0.45011,-4.932055,48.20732
2016-07-30 14:49:27:356,8.753202,0.565032,-4.932055,48.22695
2016-07-30 14:49:27:855,8.082825,0.019154,-5.286397,47.32129
2016-07-30 14:49:28:356,8.858546,0.679953,-5.046977,48.70732
2016-07-30 14:49:28:855,9.212888,0.574608,-5.181052,46.3815
2016-07-30 14:49:29:356,7.805098,0.153229,-4.778826,48.98175
2016-07-30 14:49:29:855,7.987057,-0.095768,-5.114014,48.70413
2016-07-30 14:49:30:355,9.864112,0.555455,-5.497087,49.48772
2016-07-30 14:49:30:856,8.255207,0.019154,-4.951209,44.73502
2016-07-30 14:49:31:356,7.747637,0.038307,-4.663905,49.03347
2016-07-30 14:49:31:856,9.385272,0.143652,-5.171476,49.99358
2016-07-30 14:49:32:355,8.90643,0.258574,-4.76925,48.59873
2016-07-30 14:49:32:856,8.293515,0.057461,-4.644751,45.79998
2016-07-30 14:49:33:355,8.887278,0.440533,-5.056554,46.32793
2016-07-30 14:49:33:856,8.810662,-0.124498,-5.085284,47.14975
2016-07-30 14:49:34:355,8.647858,0.766145,-4.462792,48.69467
2016-07-30 14:49:34:855,8.916008,-0.201113,-5.123591,49.37021
2016-07-30 14:49:35:356,8.810662,0.488417,-4.932055,45.92424
2016-07-30 14:49:35:855,8.226477,0.536301,-4.951209,49.89505
2016-07-30 14:49:36:355,8.944738,0.038307,-5.21936,45.29969
2016-07-30 14:49:36:856,8.983046,0.42138,-4.845864,48.40984
2016-07-30 14:49:37:355,7.891289,-0.009577,-5.24809,47.01192
2016-07-30 14:49:37:855,8.762778,0.756568,-5.382165,48.73426
2016-07-30 14:49:38:356,8.657434,-0.153229,-5.324704,46.73245
2016-07-30 14:49:38:856,8.39886,0.488417,-4.424484,45.86444
2016-07-30 14:49:39:356,9.050082,0.248997,-4.539406,49.63256
2016-07-30 14:49:39:855,8.887278,0.325611,-5.295974,48.85335
2016-07-30 14:49:40:355,8.303091,0.009577,-4.577713,50.95256
2016-07-30 14:49:40:856,8.896854,0.143652,-4.644751,46.52579
2016-07-30 14:49:41:356,9.14585,0.545878,-4.750096,50.17334
2016-07-30 14:49:41:856,8.628704,0.268151,-4.989516,46.7666
2016-07-30 14:49:42:355,8.63828,0.497994,-4.79798,50.21889
2016-07-30 14:49:42:855,9.136274,0.229843,-4.644751,46.39371
2016-07-30 14:49:43:356,8.418014,0.296881,-5.152322,52.87886
2016-07-30 14:49:43:855,8.992622,0.344765,-4.884171,51.194
2016-07-30 14:49:44:355,9.05966,0.507571,-4.61602,49.56429
2016-07-30 14:49:44:856,8.360553,0.373495,-4.903325,48.9838
2016-07-30 14:49:45:356,8.868124,0.383072,-5.094861,47.23363
2016-07-30 14:49:45:856,9.021352,0.526724,-4.884171,47.98653
2016-07-30 14:49:46:356,8.781932,0.565032,-4.194641,46.79569
2016-07-30 14:49:46:855,8.753202,0.220267,-4.903325,45.61618
2016-07-30 14:49:47:356,8.475474,0.612916,-5.324704,45.40045
2016-07-30 14:49:47:856,9.069236,0.220267,-4.548983,45.27284
2016-07-30 14:49:48:355,8.829816,0.488417,-4.481945,44.30252
2016-07-30 14:49:48:855,8.829816,0.287304,-4.82671,45.99614
2016-07-30 14:49:49:356,8.887278,0.392649,-5.45878,46.96176
2016-07-30 14:49:49:855,8.446744,0.258574,-4.673482,46.48209
2016-07-30 14:49:50:355,8.504206,0.095768,-4.865018,45.58531
2016-07-30 14:49:50:855,9.097966,0.220267,-5.027823,44.69782
2016-07-30 14:49:51:355,8.839394,0.526724,-4.855441,46.35362
2016-07-30 14:49:51:856,8.18817,0.536301,-5.123591,47.27234
2016-07-30 14:49:52:355,8.542512,0.392649,-5.200206,45.53223
2016-07-30 14:49:52:855,9.45231,0.114922,-5.104438,47.15723
2016-07-30 14:49:53:356,8.379707,0.42138,-4.3766,46.8994
2016-07-30 14:49:53:856,7.939173,0.526724,-4.989516,49.36014
2016-07-30 14:49:54:355,9.653422,-0.067038,-5.267244,50.45273
2016-07-30 14:49:54:855,8.18817,-0.095768,-4.61602,46.38404
2016-07-30 14:49:55:355,8.973468,0.555455,-4.893748,46.61801
2016-07-30 14:49:55:855,8.801086,0.296881,-4.845864,45.99896
2016-07-30 14:49:56:356,8.475474,0.325611,-4.999093,45.66277
2016-07-30 14:49:56:855,8.705318,0.086191,-5.564124,47.8736
2016-07-30 14:49:57:356,8.42759,0.488417,-4.778826,48.28157
2016-07-30 14:49:57:855,8.772356,0.574608,-5.228936,48.55092
2016-07-30 14:49:58:355,8.389284,0.354342,-5.573701,44.2143
2016-07-30 14:49:58:855,8.60955,0.344765,-4.692635,58.62561
2016-07-30 14:49:59:355,8.695742,0.42138,-5.612008,47.19742
2016-07-30 14:49:59:856,8.84897,0.076614,-4.979939,46.35962
2016-07-30 14:50:00:356,8.226477,0.02873,-4.453215,45.80345
2016-07-30 14:50:00:856,9.040506,0.507571,-5.573701,47.34065
2016-07-30 14:50:01:355,8.801086,0.248997,-5.410896,46.04985
2016-07-30 14:50:01:856,8.274361,-0.038307,-4.625597,45.07996
2016-07-30 14:50:02:356,8.963892,0.134075,-5.018246,46.48877
2016-07-30 14:50:02:855,8.714894,0.785298,-5.085284,46.57424
2016-07-30 14:50:03:355,8.532936,0.488417,-5.353435,45.26074
2016-07-30 14:50:03:856,8.695742,0.114922,-4.750096,46.84957
2016-07-30 14:50:04:355,8.772356,0.086191,-4.960786,45.59911
2016-07-30 14:50:04:856,8.39886,0.277727,-5.410896,47.38437
2016-07-30 14:50:05:355,8.8777,0.670377,-5.018246,44.15073
2016-07-30 14:50:05:856,8.418014,-0.172383,-5.257667,44.59389
2016-07-30 14:50:06:355,8.896854,0.517148,-4.644751,48.30309
2016-07-30 14:50:06:855,8.657434,0.268151,-5.181052,48.05089
2016-07-30 14:50:07:356,8.542512,0.316035,-4.999093,49.26621
2016-07-30 14:50:07:856,8.79151,0.766145,-4.903325,50.97199
2016-07-30 14:50:08:355,8.628704,0.086191,-5.142745,46.62993
2016-07-30 14:50:08:855,8.695742,0.296881,-4.817134,48.80416
2016-07-30 14:50:09:355,8.571242,0.459687,-5.372588,46.86698
2016-07-30 14:50:09:856,8.801086,0.545878,-5.24809,50.75887
2016-07-30 14:50:10:355,8.18817,0.737414,-4.663905,46.29373
2016-07-30 14:50:10:855,8.772356,0.201113,-5.267244,51.12805
2016-07-30 14:50:11:356,8.55209,0.373495,-5.688623,48.15337
2016-07-30 14:50:11:856,8.207323,0.497994,-5.257667,51.27805
2016-07-30 14:50:12:355,8.657434,0.009577,-5.372588,50.2968
2016-07-30 14:50:12:856,8.896854,0.526724,-5.21936,48.10008
2016-07-30 14:50:13:355,8.55209,-0.009577,-4.520252,49.01595
2016-07-30 14:50:13:856,8.523358,0.277727,-5.353435,44.82807
2016-07-30 14:50:14:356,8.60955,0.430956,-5.544971,49.21019
2016-07-30 14:50:14:856,8.714894,-0.067038,-5.631162,48.28136
2016-07-30 14:50:15:356,8.446744,0.517148,-4.481945,51.86188
2016-07-30 14:50:15:855,8.42759,0.517148,-5.525817,48.52217
2016-07-30 14:50:16:355,8.762778,0.354342,-5.765238,50.2439
2016-07-30 14:50:16:855,8.42759,0.134075,-5.056554,46.8516
2016-07-30 14:50:17:355,8.437168,0.248997,-5.286397,50.32656
2016-07-30 14:50:17:855,8.925584,0.181959,-5.267244,47.39266
2016-07-30 14:50:18:356,8.55209,0.383072,-5.238513,46.95256
2016-07-30 14:50:18:856,8.39886,0.402226,-5.343858,48.0752
2016-07-30 14:50:19:355,8.944738,0.383072,-5.046977,46.80773
2016-07-30 14:50:19:855,8.130709,0.354342,-5.171476,48.7914
2016-07-30 14:50:20:355,8.686164,0.641646,-5.21936,45.91596
2016-07-30 14:50:20:856,9.002198,0.68953,-5.257667,49.70406
2016-07-30 14:50:21:356,8.303091,0.526724,-5.267244,46.91794
2016-07-30 14:50:21:855,8.513782,0.23942,-4.817134,46.80677
2016-07-30 14:50:22:356,8.676588,0.42138,-5.45878,50.76845
2016-07-30 14:50:22:856,8.55209,0.488417,-5.353435,48.46285
2016-07-30 14:50:23:355,8.628704,0.076614,-4.941632,47.4981
2016-07-30 14:50:23:856,9.002198,0.038307,-5.046977,45.52614
2016-07-30 14:50:24:355,8.2169,0.766145,-4.970362,48.97222
2016-07-30 14:50:24:855,9.050082,0.067038,-5.66947,48.53792
2016-07-30 14:50:25:356,8.58082,0.124498,-5.018246,49.68218
2016-07-30 14:50:25:855,7.805098,0.622492,-4.185065,48.99434
2016-07-30 14:50:26:356,9.816228,0.593762,-5.535394,51.53995
2016-07-30 14:50:26:855,8.054095,0.248997,-4.654328,51.35346
2016-07-30 14:50:27:355,8.418014,0.124498,-4.884171,53.99289
2016-07-30 14:50:27:855,9.672576,0.670377,-5.420472,51.01505
2016-07-30 14:50:28:356,8.322245,0.517148,-4.683058,48.63173
2016-07-30 14:50:28:855,8.293515,0.392649,-5.209783,50.72248
2016-07-30 14:50:29:355,9.069236,0.21069,-5.21936,49.55728
2016-07-30 14:50:29:856,8.37013,0.574608,-4.903325,48.80306
2016-07-30 14:50:30:356,8.657434,0.009577,-5.305551,45.32463
2016-07-30 14:50:30:855,8.561666,0.574608,-4.979939,48.67609
2016-07-30 14:50:31:355,8.523358,0.325611,-5.171476,45.29084
2016-07-30 14:50:31:855,9.414002,0.23942,-4.989516,49.13088
2016-07-30 14:50:32:355,7.805098,0.258574,-5.27682,50.28313
2016-07-30 14:50:32:856,8.868124,0.095768,-5.899313,52.24842
2016-07-30 14:50:33:356,8.829816,0.411803,-5.018246,49.88739
2016-07-30 14:50:33:855,8.18817,0.296881,-4.711789,45.01084
2016-07-30 14:50:34:356,8.753202,0.555455,-5.45878,48.5149
2016-07-30 14:50:34:856,8.55209,0.584185,-5.947197,48.95746
2016-07-30 14:50:35:355,8.322245,0.373495,-4.491522,50.0521
2016-07-30 14:50:35:856,8.676588,0.258574,-4.692635,44.95601
2016-07-30 14:50:36:355,8.801086,0.268151,-5.813122,51.59569
2016-07-30 14:50:36:855,8.58082,0.057461,-5.181052,49.27097
2016-07-30 14:50:37:355,8.513782,0.632069,-4.596867,48.12932
2016-07-30 14:50:37:855,8.935162,0.172383,-5.133168,46.03548
2016-07-30 14:50:38:355,8.283938,0.402226,-5.48751,46.6212
2016-07-30 14:50:38:855,8.485052,0.229843,-5.075707,47.82741
2016-07-30 14:50:39:356,8.963892,0.258574,-5.631162,47.84044
2016-07-30 14:50:39:856,8.293515,0.162806,-5.295974,48.45444
2016-07-30 14:50:40:355,8.561666,0.526724,-4.453215,51.07857
2016-07-30 14:50:40:855,9.136274,0.593762,-5.793968,52.28398
2016-07-30 14:50:41:355,8.2169,0.526724,-4.548983,46.4532
2016-07-30 14:50:41:855,8.504206,0.105345,-4.912902,51.30606
2016-07-30 14:50:42:356,8.944738,0.191536,-5.353435,47.94571
2016-07-30 14:50:42:855,8.590396,0.268151,-5.324704,48.45793
2016-07-30 14:50:43:355,8.437168,-0.086191,-4.903325,43.95912
2016-07-30 14:50:43:855,8.60955,0.373495,-4.596867,49.6388
2016-07-30 14:50:44:356,8.810662,0.23942,-5.90889,48.64583
2016-07-30 14:50:44:855,8.82024,-0.162806,-4.673482,48.50368
2016-07-30 14:50:45:356,8.044518,0.248997,-4.941632,50.2672
2016-07-30 14:50:45:855,9.021352,0.708684,-5.267244,47.09366
2016-07-30 14:50:46:356,8.772356,0.383072,-5.094861,52.02153
2016-07-30 14:50:46:855,8.111555,-0.430956,-4.912902,48.33803
2016-07-30 14:50:47:356,8.63828,0.612916,-5.200206,47.98082
2016-07-30 14:50:47:855,9.212888,0.756568,-4.663905,46.0672
2016-07-30 14:50:48:356,7.939173,0.430956,-5.295974,47.553
2016-07-30 14:50:48:855,9.002198,0.488417,-5.171476,48.25199
2016-07-30 14:50:49:356,9.212888,0.373495,-5.430049,49.79961
2016-07-30 14:50:49:855,8.111555,0.402226,-4.759673,46.04772
2016-07-30 14:50:50:355,8.829816,0.258574,-5.238513,46.63066
2016-07-30 14:50:50:855,8.772356,0.354342,-5.746084,48.46588
2016-07-30 14:50:51:356,8.55209,0.134075,-4.568136,47.59911
2016-07-30 14:50:51:856,8.207323,0.373495,-5.085284,48.92124
2016-07-30 14:50:52:356,9.011776,0.861913,-5.305551,44.71073
2016-07-30 14:50:52:856,8.935162,0.162806,-5.707777,43.56146
2016-07-30 14:50:53:355,7.73806,0.153229,-4.61602,46.58664
2016-07-30 14:50:53:856,9.212888,0.392649,-5.104438,50.21227
2016-07-30 14:50:54:356,8.734048,0.23942,-5.535394,45.67533
2016-07-30 14:50:54:855,8.341399,0.248997,-4.845864,42.41202
2016-07-30 14:50:55:356,8.475474,0.593762,-4.750096,44.07688
2016-07-30 14:50:55:855,9.414002,0.335188,-5.372588,47.86034
2016-07-30 14:50:56:356,8.197747,0.383072,-5.104438,47.84053
2016-07-30 14:50:56:855,8.37013,0.584185,-4.778826,47.03849
2016-07-30 14:50:57:355,9.174582,0.459687,-5.48751,46.09058
2016-07-30 14:50:57:855,8.37013,0.124498,-4.932055,44.60585
2016-07-30 14:50:58:356,8.465898,0.296881,-4.912902,46.1742
2016-07-30 14:50:58:855,9.241618,0.842759,-5.334281,46.89847
2016-07-30 14:50:59:356,8.695742,-0.229843,-4.893748,45.83216
2016-07-30 14:50:59:856,8.379707,0.162806,-4.548983,47.51366
2016-07-30 14:51:00:355,8.82024,0.497994,-5.372588,46.52809
2016-07-30 14:51:00:856,8.561666,-0.02873,-5.295974,44.18408
2016-07-30 14:51:01:356,8.542512,0.42138,-5.181052,46.1248
2016-07-30 14:51:01:856,8.781932,0.584185,-5.257667,48.14908
2016-07-30 14:51:02:356,8.647858,0.047884,-4.912902,47.41983
2016-07-30 14:51:02:856,8.39886,0.47884,-5.45878,47.22443
2016-07-30 14:51:03:355,8.868124,0.411803,-5.06613,43.66905
2016-07-30 14:51:03:856,8.341399,0.383072,-5.027823,44.86553
2016-07-30 14:51:04:356,8.619126,0.593762,-5.391742,44.36362
2016-07-30 14:51:04:855,8.619126,0.47884,-5.295974,41.48473
2016-07-30 14:51:05:356,8.350976,0.344765,-5.324704,43.69385
2016-07-30 14:51:05:856,8.762778,0.344765,-5.401319,45.081
2016-07-30 14:51:06:356,8.58082,0.459687,-5.372588,43.15325
2016-07-30 14:51:06:855,8.37013,0.21069,-4.855441,43.91156
2016-07-30 14:51:07:355,8.90643,0.114922,-5.161899,45.58074
2016-07-30 14:51:07:855,8.619126,0.383072,-5.899313,46.82299
2016-07-30 14:51:08:355,8.513782,0.258574,-4.654328,47.19998
2016-07-30 14:51:08:855,8.379707,0.574608,-5.334281,44.44776
2016-07-30 14:51:09:356,8.896854,0.718261,-5.45878,43.76876
2016-07-30 14:51:09:855,8.84897,0.526724,-5.286397,41.65375
2016-07-30 14:51:10:356,8.379707,0.373495,-4.529829,43.06912
2016-07-30 14:51:10:855,8.619126,0.335188,-4.893748,47.18703
2016-07-30 14:51:11:355,9.404426,0.201113,-5.612008,49.10163
2016-07-30 14:51:11:856,7.661446,0.067038,-5.027823,48.54393
2016-07-30 14:51:12:356,8.762778,0.986411,-5.171476,52.93088
2016-07-30 14:51:12:855,9.366118,0.373495,-5.315128,47.60265
2016-07-30 14:51:13:355,7.23049,0.507571,-4.884171,48.70415
2016-07-30 14:51:13:855,9.155428,0.248997,-5.430049,50.91931
2016-07-30 14:51:14:356,8.916008,-0.009577,-5.209783,47.95236
2016-07-30 14:51:14:856,8.149863,0.727837,-4.61602,48.09911
2016-07-30 14:51:15:356,8.714894,0.430956,-4.855441,45.22019
2016-07-30 14:51:15:856,8.743626,0.718261,-5.410896,44.15096
2016-07-30 14:51:16:356,8.743626,0.287304,-4.788403,43.73401
2016-07-30 14:51:16:856,8.494628,0.287304,-5.363012,49.90422
2016-07-30 14:51:17:355,8.542512,0.90022,-5.0374,46.1082
2016-07-30 14:51:17:855,8.887278,0.497994,-4.730942,43.36426
2016-07-30 14:51:18:355,8.772356,0.287304,-5.477933,44.68138
2016-07-30 14:51:18:855,8.762778,0.287304,-4.778826,42.62798
2016-07-30 14:51:19:356,7.785944,0.603339,-4.673482,45.84171
2016-07-30 14:51:19:856,9.461886,0.086191,-5.477933,50.44754
2016-07-30 14:51:20:356,8.446744,0.45011,-4.788403,45.83551
2016-07-30 14:51:20:855,7.776367,0.794875,-5.181052,48.14691
2016-07-30 14:51:21:356,8.944738,0.430956,-5.315128,45.86388
2016-07-30 14:51:21:855,9.03093,0.02873,-5.094861,46.58811
2016-07-30 14:51:22:355,8.015787,1.053449,-4.79798,46.66243
2016-07-30 14:51:22:855,8.437168,0.603339,-5.286397,50.02861
2016-07-30 14:51:23:355,9.442732,0.497994,-5.0374,43.9507
2016-07-30 14:51:23:855,7.508217,0.497994,-4.912902,45.04732
2016-07-30 14:51:24:355,9.212888,0.009577,-5.420472,50.1469
2016-07-30 14:51:24:855,8.734048,0.861913,-4.778826,48.69225
2016-07-30 14:51:25:355,7.94875,0.076614,-5.420472,49.96242
2016-07-30 14:51:25:856,9.078814,-0.124498,-5.171476,46.6165
2016-07-30 14:51:26:355,8.90643,0.172383,-5.00867,46.64685
2016-07-30 14:51:26:856,7.833828,-0.114922,-4.807557,46.10745
2016-07-30 14:51:27:355,9.232042,0.277727,-4.884171,46.77486
2016-07-30 14:51:27:856,8.963892,-0.057461,-5.018246,45.05698
2016-07-30 14:51:28:355,7.814675,0.909797,-5.420472,45.16704
2016-07-30 14:51:28:855,8.418014,0.785298,-5.104438,51.9751
2016-07-30 14:51:29:355,9.605538,0.651223,-4.596867,47.09012
2016-07-30 14:51:29:856,8.303091,0.507571,-5.190629,46.11431
2016-07-30 14:51:30:356,7.967903,0.114922,-4.893748,47.48664
2016-07-30 14:51:30:855,9.461886,0.47884,-5.267244,48.39798
2016-07-30 14:51:31:355,8.676588,1.005565,-5.133168,47.4193
2016-07-30 14:51:31:856,7.814675,0.076614,-5.190629,43.48374
2016-07-30 14:51:32:356,8.954314,0.536301,-5.06613,45.47441
2016-07-30 14:51:32:855,9.069236,0.517148,-5.21936,45.18204
2016-07-30 14:51:33:355,8.140286,0.679953,-5.133168,44.58075
2016-07-30 14:51:33:855,8.37013,0.086191,-4.807557,47.67163
2016-07-30 14:51:34:356,9.883266,-0.153229,-4.759673,47.50604
2016-07-30 14:51:34:855,8.073248,0.622492,-5.449203,45.97109
2016-07-30 14:51:35:355,8.025364,0.153229,-5.142745,46.13779
2016-07-30 14:51:35:855,9.5385,0.6608,-5.209783,48.36049
2016-07-30 14:51:36:355,8.542512,0.517148,-5.324704,46.30348
2016-07-30 14:51:36:855,8.245631,0.038307,-5.0374,44.81932
2016-07-30 14:51:37:355,9.040506,0.699107,-4.759673,46.08101
2016-07-30 14:51:37:856,8.801086,0.555455,-5.00867,45.2934
2016-07-30 14:51:38:355,8.676588,0.507571,-5.372588,46.81113
2016-07-30 14:51:38:855,8.418014,0.603339,-4.520252,45.61992
2016-07-30 14:51:39:356,8.868124,0.095768,-5.305551,44.32506
2016-07-30 14:51:39:855,9.366118,0.938527,-5.209783,46.45125
2016-07-30 14:51:40:355,7.872135,0.086191,-4.635174,47.27777
2016-07-30 14:51:40:856,8.983046,0.612916,-5.477933,52.27297
2016-07-30 14:51:41:355,9.05966,0.316035,-5.104438,53.21817
